-0.26102	-0.19336	-0.35377	0.023307	-0.017741	-0.19747	-0.0062584	-0.025805	-0.22521	0.031944	-0.40913	0.0081518	-0.05645	0.028842	-3.3491	-0.070366	-0.52808	0.044351	0.083031	0.026975	0.28417	-0.30109	-0.32925	-0.10494	0.0034543	0.042733	0.15017	-0.06726	0.060676	0.065488	0.087029	-0.18691	-0.26563	0.036661	-0.038303	0.060032	-0.048149	-0.064587	0.057466	-0.055441	-0.14599	0.011266	0.076994	0.29022	-0.017691	-0.05499	-1.5414	-0.038245	-0.13812	-0.4338	0.11811	-0.11583	-0.10969	-0.75543	-0.19068	-0.66537	0.058431	-0.13923	0.047473	0.014815	-0.42151	0.078106	-0.28015	0.021916	-0.0094033	-2.4242	0.017998	-0.39536	0.049769	2.0369	0.011566	0.017317	-0.036778	-0.0030926	0.079719	-0.10441	-0.16226	0.014351	0.035511	-0.30437	0.096787	0.0058456	0.02105	-0.056792	-1.7327	0.043001	0.15867	-0.20408	0.13605	0.66754	-0.015035	-0.023057	-0.03009	-0.087498	-0.11442	0.064497	0.013117	-0.046366	0.0010288	0.067944	-0.088703	-0.074536	0.053938	-0.6322	-0.0044235	-0.078629	0.55802	0.04248	-0.031916	0.020632	-0.027363	0.20363	0.30973	0.11437	0.069959	-0.043798	0.0083233	0.038937	-0.019305	-0.03454	0.043664	-0.1747	-0.0038759	-0.041154	-0.099884
-0.15894	0.09541	-0.0065179	0.00020761	-0.061663	0.006221	0.00068371	-0.055777	0.020107	0.012509	0.041617	-0.071944	-0.024913	0.047436	-0.026085	-0.25745	-0.022358	0.015063	0.073042	0.067693	0.15764	-0.022693	-0.021104	0.00014863	-0.030465	-0.12603	0.026614	0.022082	-0.023081	0.077269	0.046059	-0.020526	-0.31687	0.020954	0.030502	-0.0038364	-0.030057	-0.040912	-0.010779	-0.023971	-0.077178	0.05094	-0.046475	0.022159	-0.011426	0.04925	0.19488	-0.023818	-0.0068763	-0.016957	-0.19915	-0.036621	-0.04172	-0.09254	-0.42464	0.041555	0.0079027	0.10594	-0.013689	0.055084	0.026632	-0.0081232	0.024683	-0.010437	0.079049	-0.019933	-0.045508	-0.007832	-0.020817	-0.018609	-0.030591	-0.00026909	0.022664	0.044073	0.015515	-0.019491	-0.01099	-0.030517	0.044352	0.020535	0.040625	-0.00034697	0.0061293	0.0021504	-0.014038	0.0042023	0.21266	0.02551	0.068986	0.010822	-0.041984	-0.03351	0.011129	-0.033976	0.088107	0.043105	-0.046492	0.013253	0.00016344	0.03543	-0.065862	-0.0097438	0.1126	0.02083	0.017987	-0.032415	-0.005256	-0.0041869	-0.0098444	0.027337	0.0025817	-0.039341	-0.083253	0.048659	0.047027	-0.010298	-0.010296	-0.14623	-0.025333	0.0010513	0.023234	0.073731	-0.10736	-0.031406	-0.0062431
0.053824	0.11528	0.27262	0.036019	0.37092	0.048678	0.21283	0.28378	0.17712	0.050027	0.031624	0.078933	0.064501	0.025473	-0.0057199	0.16746	0.13959	0.099793	-0.034164	0.075059	0.012786	0.069061	-0.1176	0.040674	-0.15786	0.046174	-0.26812	0.15217	-0.0060423	0.012029	-0.048609	-0.029364	0.14227	0.01013	-0.025094	-0.037742	-0.11083	0.29143	-0.10992	-0.0071395	0.21712	0.072504	0.013771	-0.02591	-0.14904	0.10236	0.072729	-0.006861	-0.044344	0.045034	0.035105	0.10136	0.14812	-0.10104	0.44079	0.027846	0.0032451	-0.0091153	0.0015036	0.08954	0.062455	-0.00072794	0.024174	0.032197	0.11243	0.25846	0.0083217	0.050449	-0.028285	0.0081792	0.016603	0.0073362	-0.0064866	0.028938	0.058744	0.004264	0.034767	0.12918	0.028871	-0.2058	-0.035346	0.10036	0.069717	0.090135	0.020362	0.080378	0.063319	0.070726	0.14608	0.16149	0.24847	0.0024043	0.01005	0.17964	0.20373	-0.36819	-0.17878	-0.113	-0.037052	0.059334	-0.18413	-0.064007	0.24994	-0.011701	0.035631	0.07158	0.05687	0.040993	0.040688	-0.074075	0.060468	-0.026525	-0.14752	0.04317	0.074954	-0.34098	0.040142	-0.2644	0.019719	0.024846	-0.2002	0.078589	-0.020606	0.010619	0.12046
0.27088	-0.20986	0.12225	1.2205	-0.21761	0.25391	-0.029879	0.1003	-0.29859	0.014626	0.57466	0.11258	0.34408	0.067211	-0.067602	0.094369	-0.21109	-0.16272	0.30269	0.30146	-0.11275	0.023106	0.022221	0.57179	0.16819	-0.12635	0.25542	0.14243	0.016311	0.21112	-0.12397	-0.037745	0.2035	0.065253	-0.050399	0.20758	0.79552	0.066584	0.35587	0.0048723	0.07341	0.16276	-0.078479	0.18541	0.3982	-0.12199	0.080678	0.4549	0.095651	0.36381	0.21834	0.4483	0.092176	0.11756	0.042751	0.080811	-0.17243	0.3973	0.23422	0.14037	0.1163	-0.16108	-1.1333	0.023264	0.46756	0.13208	-0.26936	0.33463	0.0032378	0.4975	0.13038	0.54036	-0.46119	0.11425	0.15939	-0.48899	0.0028561	0.26154	-0.2111	0.87694	0.24588	0.14675	-0.12104	-0.50387	-0.0027154	-0.3226	-0.29605	-0.17913	0.13714	0.09067	-0.0047414	-0.061994	-0.12687	0.21004	0.16757	0.23983	0.19551	-0.062032	0.10394	0.30114	1.026	-0.071517	-0.066905	-0.015581	0.16706	0.1654	-0.7357	0.20233	0.28605	0.55739	0.44188	6.5059	0.0206	0.21121	0.043629	0.22548	-0.20434	0.0054962	0.32489	0.31871	0.050376	-0.95324	0.67956	0.7953	-0.24736
-0.0037244	0.21367	0.27464	0.70113	0.21097	-0.048015	0.22669	-0.30843	0.071574	-0.24984	0.25694	0.407	1.5659	0.27034	0.13662	0.12238	0.2204	0.68182	-0.17997	-0.20934	-0.20364	-0.45782	-0.64687	0.1796	-0.088004	0.17602	0.3519	0.21859	1.0973	0.46828	-0.06402	-0.30145	-0.49104	0.16841	0.019696	0.22732	0.097293	-0.29093	-0.34483	0.15065	0.044967	0.30257	0.2018	0.4608	0.093134	0.40918	0.18131	0.12124	0.20921	0.53064	0.070173	0.37719	-0.59194	0.1124	0.12741	-0.0098017	0.18688	0.31105	0.49372	0.70522	1.6044	1.0351	0.50568	1.1868	-0.010795	-0.092708	-0.38501	0.32903	1.2282	0.2448	0.18345	0.20641	0.6543	0.50439	0.2603	0.49397	0.19593	0.84543	-0.20187	0.21587	0.32608	0.29092	0.35027	0.35625	-0.47391	-0.17409	-0.17884	0.1012	-0.29145	0.29998	0.84798	0.53073	0.45011	0.050857	0.13894	0.51388	-0.2611	-2.9438	-0.34581	0.71203	0.67109	-0.15468	0.51629	-0.69962	1.9737	-2.7865	0.2065	-7.9748	0.25029	1.0389	0.51167	-0.091998	-0.0059785	0.28412	0.47522	1.265	1.105	0.21796	0.24811	0.37725	1.0685	0.65856	0.34974	0.44601	0.49537
0.2756	-0.60122	0.63668	0.30586	-2.0642	0.68635	0.67125	0.042435	-0.5414	-0.21246	-0.044845	0.15555	1.8526	3.1287	-0.50418	0.36013	-0.021157	0.32922	0.75947	-0.074011	0.22474	-0.19811	0.337	0.48846	0.11546	0.24424	0.8867	-0.25306	1.1425	1.0774	2.5042	-1.8088	1.2987	0.65849	0.50815	0.74861	-1.4806	0.24212	-0.53647	0.74135	0.14343	0.27326	0.21948	0.45984	0.63578	-0.29658	0.81839	0.44489	-1.1777	-1.0658	2.5576	-1.5646	0.18477	0.68398	0.17258	0.048506	-0.13519	0.30196	0.14274	0.36441	0.84004	2.3966	0.13792	1.2131	-0.19578	-0.18967	-0.49673	0.27464	0.23332	0.96435	0.3488	0.069962	0.33951	0.8001	-0.076125	0.71022	0.072094	0.39938	0.34989	0.31005	-0.45804	0.66798	-0.00040918	0.20961	-0.65264	-0.0017481	0.6007	0.8869	0.030453	-0.30113	5.1561	0.26165	0.55144	0.58918	-0.54396	0.89001	3.0454	-0.70764	-2.1985	1.2958	0.56578	2.7782	-0.36023	0.76768	1.2444	-0.85953	0.4732	2.3316	0.9491	0.59499	1.734	0.15755	0.46012	0.84424	0.10323	0.64289	0.48434	0.29239	1.3764	0.68149	0.70219	-0.18086	0.38206	0.12855	2.7129
-0.064791	1.3692	-0.013318	-1.1661	-0.018528	-0.12728	0.21193	0.31367	-0.88125	-1.7546	-0.54919	-0.44474	-2.0952	-1.0256	-0.31514	-0.69482	0.51274	-0.482	6.5833	-1.0841	0.42682	-0.077463	0.12954	-0.41226	-0.64761	0.47525	1.471	1.8324	-0.20813	-0.0068985	-0.21221	0.8684	0.69363	-0.55068	-0.21888	-1.3377	-0.70217	0.85677	-0.48474	-1.3587	-1.4352	1.2027	-1.049	0.53822	0.34675	-0.88602	-3.815	0.63801	0.5468	0.91772	-0.18301	-0.59709	0.13177	0.79684	-0.08426	0.40739	-0.80038	-0.98384	-0.090345	0.0062337	0.72034	-0.80231	0.073013	1.2268	0.43528	-0.31653	-0.57335	-0.68155	0.10442	0.39856	0.83797	1.3483	-0.14858	-0.16963	0.13843	-0.68633	-1.2664	-1.6097	-1.106	-1.5553	0.43328	0.76007	-1.5805	0.57212	-0.78636	-0.68281	-0.11165	-0.1878	0.74294	0.12064	0.070928	-0.011053	0.30999	-0.099836	0.0018609	-0.080092	3.9742	0.0052219	-1.0539	0.54152	0.59312	1.5987	-0.62104	-0.19378	-0.6534	1.756	-0.6432	3.5449	0.64513	0.46552	-1.542	-1.2023	0.052471	-1.3085	-0.040762	-0.6476	-0.099582	-0.12336	-1.3098	-1.4836	-1.2678	0.69865	0.71762	-0.16131	-3.196
0.50376	0.54603	0.40057	-0.0604	-0.21995	0.22058	0.50167	-0.078391	0.34485	0.15325	0.07427	0.084232	0.079698	0.46939	0.38542	0.45097	0.89124	-1.5255	0.010624	0.30434	0.10036	-0.27004	0.20596	-1.0656	0.20577	0.93198	1.1644	-0.14144	-0.11335	0.014193	0.77693	0.79635	0.22764	1.3196	0.95303	-0.99916	0.21479	-1.5744	-0.29302	0.65137	0.59895	0.16215	1.6908	-0.13245	0.73946	0.41032	0.2992	0.42681	5.8205	0.59026	-0.83891	-0.18453	0.046411	0.66397	0.93045	0.23153	0.19466	0.035772	0.25327	0.42595	0.081439	0.50057	0.35204	0.41933	0.34342	0.25302	0.74697	0.62519	0.61107	0.53403	0.3752	-0.13829	0.68003	0.91362	-0.13229	-0.14584	0.31475	0.83718	0.51106	0.63804	1.6272	-2.4257	-0.39255	0.95128	0.54632	-0.51784	2.5145	0.04379	0.61982	1.3082	0.32568	1.0676	-0.49911	0.44342	-0.90653	8.4866	-1.0545	-0.22342	0.75111	-0.57662	0.58634	-0.44076	1.4982	-0.86879	0.35774	-0.84163	-0.0066863	-0.16685	0.04028	-0.037949	0.17071	0.75086	-0.046421	-0.46219	0.0001302	0.25174	0.49208	-0.053908	-0.086007	0.4567	3.1895	0.37996	1.521	-0.38676	0.054762
0.57621	0.95241	0.60035	1.0933	0.55546	0.40501	0.35017	0.51968	0.25572	0.29743	0.27302	0.046457	0.57342	0.4234	0.46181	0.40897	1.1021	0.45456	0.25927	0.27232	-0.12845	0.0013531	0.60478	0.86344	0.42522	1.2253	0.25261	0.036749	-0.040414	0.31072	0.68311	0.53549	0.38085	1.3089	0.46431	-0.13769	-0.066508	-0.28617	-0.69053	0.64178	0.5917	0.56393	0.34686	0.036565	0.64475	0.45237	0.032228	2.8009	0.89442	3.3668	0.16436	-0.31031	0.374	0.89156	0.72632	0.44918	0.035624	0.6686	0.19742	0.43318	0.20329	0.44387	-0.15811	0.8888	0.43735	0.13668	1.2046	0.54999	-0.026941	1.302	0.43018	0.34304	0.45675	1.1568	1.1019	-0.12826	0.47374	0.52007	0.8709	0.72478	1.5004	-0.060988	-0.50647	0.38604	0.47549	-0.32949	0.66749	0.36743	0.7366	1.0743	0.84224	0.077113	0.68984	0.51299	0.20489	0.34434	0.086088	-0.39755	0.83132	-0.12736	0.66907	-0.22872	0.22811	-0.021805	-0.39821	-0.57801	-0.19688	0.17826	-0.43189	-0.29952	3.3577	0.99795	0.44931	-0.68433	0.26041	0.17884	0.0057298	0.46843	0.87569	-2.0638	1.573	0.60453	0.21415	0.050274	0.29514
3.2422	-1.3435	0.91692	2.7019	2.038	3.5186	0.21444	-3.1652	-0.69324	-0.46453	1.2412	-1.3044	0.62267	1.3961	0.06593	1.318	-0.9397	0.30013	0.63542	0.43691	-2.3115	0.13032	0.36888	1.2897	-0.77821	0.23805	4.212	-0.61805	0.21381	1.7971	-0.86173	-0.49649	-0.017769	0.72016	-0.98455	0.30314	0.71125	0.75599	0.17121	-0.07971	0.16711	0.55265	0.17676	0.60835	0.59453	0.30172	0.89444	1.0739	-0.14288	0.50491	0.33357	0.8057	2.4869	-1.7019	0.44825	-0.74141	-1.0104	-0.88397	0.029913	-1.0906	-0.68134	-0.33921	-12.337	-6.7645	0.28762	0.41471	0.56374	-0.14821	-0.26406	0.49233	2.4411	-0.52134	0.96982	-0.34485	0.0061072	0.27609	2.9041	2.5305	-1.071	0.028418	-2.2834	0.08622	11.522	-0.28767	0.95186	-1.6834	-1.2469	-0.48534	1.1554	1.2355	0.69778	-1.9203	-0.1265	-1.2922	1.5552	-1.9214	0.11496	-0.32021	-0.023606	2.7883	0.51339	0.29994	-0.26536	2.1808	-0.39521	2.0792	-0.18692	-3.0323	2.2491	0.57457	-1.4016	0.12628	-2.9135	-2.5377	0.76512	0.0068174	0.095811	0.6375	-0.31676	-0.4624	0.89168	0.86586	0.053298	1.1199	-0.34004
